(-993225458979902109, 35) 1 | (35, 993225458979902109) 6
(-2442, 1692025) 1 | (1692025, 2442) 9
(-2439, 59437085160971789) 1 | (59437085160971789, 2439) 7
(-2429, 379) 1 | (379, 2429) 6
(-2427, 81113) 1 | (81113, 2427) 1
(-2382, 15449327) 1 | (15449327, 2382) 2
(-2360, 5379) 2 | (5379, 2360) 3
(-2350, 2339) 5 | (2339, 2350) 1
(-2343, 9419) 3 | (9419, 2343) 2
(-2335, 90581292804) 7 | (90581292804, 2335) 2
(-2315, 4188301) 7 | (4188301, 2315) 3
(-2296, 30061) 6 | (30061, 2296) 3
(-2294, 5121) 4 | (5121, 2294) 3
(-2291, 2682) 2 | (2682, 2291) 1
(-2243, 2551) 3 | (2551, 2243) 3
(-2233, 6) 1 | (6, 2233) 2
(-2225, 32) 3 | (32, 2225) 5
(-2204, 485) 12 | (485, 2204) 28
(-2169, 3028657226852) 3 | (3028657226852, 2169) 3
(-2168, 93071) 2 | (93071, 2168) 1
(-2147, 16812) 3 | (16812, 2147) 0
(-2140, 1449) 6 | (1449, 2140) 1
(-2120, 527) 3 | (527, 2120) 7
(-2120, 4699) 3 | (4699, 2120) 3
(-2053, 135838794052898284) 5 | (135838794052898284, 2053) 5
(-2015, 986463) 7 | (986463, 2015) 9
(-2010, 449687) 7 | (449687, 2010) 1
(-1993, 9548985504) 4 | (9548985504, 1993) 0
(-1987, 2802177) 8 | (2802177, 1987) 0
(-1984, 159) 1 | (159, 1984) 9
(-1981, 336492263798769) 4 | (336492263798769, 1981) 5
(-1976, 6153) 2 | (6153, 1976) 2
(-1953, 653) 7 | (653, 1953) 0
(-1943, 21266007893517) 2 | (21266007893517, 1943) 6
(-1917, 2504) 1 | (2504, 1917) 1
(-1889, 35981696827383) 8 | (35981696827383, 1889) 2
(-1873, 21670) 1 | (21670, 1873) 1
(-1867, 2002889) 142 | (2002889, 1867) 819
(-1816, 1721) 7 | (1721, 1816) 0
(-1813, 4404) 5 | (4404, 1813) 4
(-1811, 699) 2 | (699, 1811) 8
(-1810, 13) 3 | (13, 1810) 3
(-1799, 45418) 1 | (45418, 1799) 1
(-1755, 6998) 5 | (6998, 1755) 3
(-1745, 2429) 3 | (2429, 1745) 6
(-1691, 2598327375) 1 | (2598327375, 1691) 5
(-1675, 39579331) 3 | (39579331, 1675) 2
(-1669, 1471) 3 | (1471, 1669) 4
(-1657, 68) 7 | (68, 1657) 1
(-1651, 1577) 1 | (1577, 1651) 1
(-1651, 2658) 2 | (2658, 1651) 2
(-1649, 1217) 2 | (1217, 1649) 2
(-1649, 52000990) 9 | (52000990, 1649) 1
(-1621, 83436205767876) 4 | (83436205767876, 1621) 1
(-1596, 8957) 31 | (8957, 1596) 61
(-1594, 290106654306855) 1 | (290106654306855, 1594) 2
(-1575, 123427149300664327) 1 | (123427149300664327, 1575) 8
(-1565, 159737193223892) 1 | (159737193223892, 1565) 4
(-1559, 5147) 1 | (5147, 1559) 2
(-1521, 4452462222592) 3 | (4452462222592, 1521) 1
(-1494, 99341991401) 7 | (99341991401, 1494) 2
(-1392, 965) 6 | (965, 1392) 1
(-1364, 516134109929) 4 | (516134109929, 1364) 2
(-1315, 2714) 3 | (2714, 1315) 3
(-1307, 450) 5 | (450, 1307) 4
(-1298, 3545) 3 | (3545, 1298) 4
(-1286, 161977877) 2 | (161977877, 1286) 1
(-1281, 275924) 9 | (275924, 1281) 1
(-1233, 3065) 64 | (3065, 1233) 31
(-1147, 5190247501358) 1 | (5190247501358, 1147) 7
(-1118, 68863781) 4 | (68863781, 1118) 2
(-1112, 109082332752389) 5 | (109082332752389, 1112) 1
(-1101, 81156172411) 4 | (81156172411, 1101) 1
(-1099, 9322) 1 | (9322, 1099) 1
(-1091, 5603318770) 1 | (5603318770, 1091) 5
(-1088, 104163) 1 | (104163, 1088) 1
(-1079, 812) 1 | (812, 1079) 0
(-1073, 20973707) 4 | (20973707, 1073) 62
(-1067, 4027) 1 | (4027, 1067) 6
(-1061, 125399292388551) 20 | (125399292388551, 1061) 18
(-1059, 61788314) 1 | (61788314, 1059) 5
(-1052, 841) 4 | (841, 1052) 2
(-1048, 1337) 1 | (1337, 1048) 1
(-1047, 293936722636) 1 | (293936722636, 1047) 2
(-1040, 2699) 4 | (2699, 1040) 5
(-998, 409154059096523) 2280 | (409154059096523, 998) 310
(-997, 677) 3 | (677, 997) 3
(-994, 957) 1 | (957, 994) 1
(-993, 278) 1 | (278, 993) 1
(-991, 6112142956563) 1 | (6112142956563, 991) 7
(-986, 54638188737944091) 2 | (54638188737944091, 986) 5
(-985, 108) 3 | (108, 985) 3
(-976, 7901) 2 | (7901, 976) 2
(-972, 6907) 1 | (6907, 972) 2
(-969, 74522717) 5 | (74522717, 969) 1
(-963, 53526176978158) 1 | (53526176978158, 963) 3
(-962, 260673071439965) 1 | (260673071439965, 962) 4
(-953, 1822) 2 | (1822, 953) 0
(-953, 5083) 4 | (5083, 953) 3
(-953, 50973131742) 5 | (50973131742, 953) 2
(-952, 91465853) 19 | (91465853, 952) 37
(-951, 439) 2 | (439, 951) 1
(-948, 149) 2 | (149, 948) 2
(-946, 479) 1 | (479, 946) 9
(-939, 1598) 3 | (1598, 939) 3
(-930, 829721773) 2 | (829721773, 930) 1
(-925, 88612) 5 | (88612, 925) 5
(-915, 4448) 2 | (4448, 915) 3
(-904, 756852079) 7 | (756852079, 904) 1
(-903, 525525404203) 4 | (525525404203, 903) 0
(-894, 72826793) 6 | (72826793, 894) 1
(-893, 534) 1 | (534, 893) 1
(-892, 68695325) 3 | (68695325, 892) 1
(-891, 535) 6 | (535, 891) 0
(-891, 38362411) 10 | (38362411, 891) 0
(-889, 265) 3 | (265, 889) 3
(-883, 5746) 3 | (5746, 883) 4
(-883, 5837733930) 53 | (5837733930, 883) 15
(-881, 789) 7 | (789, 881) 0
(-870, 647) 3 | (647, 870) 4
(-867, 3362) 2 | (3362, 867) 3
(-861, 4212030373463) 3 | (4212030373463, 861) 0
(-859, 974) 2 | (974, 859) 1
(-857, 2) 5 | (2, 857) 4
(-857, 447) 9 | (447, 857) 1
(-857, 459644639115) 9 | (459644639115, 857) 0
(-853, 7154048) 20 | (7154048, 853) 2
(-847, 2307) 4 | (2307, 847) 6
(-844, 95639) 9 | (95639, 844) 1
(-843, 204759011) 4 | (204759011, 843) 25
(-843, 289484618038) 1 | (289484618038, 843) 4
(-835, 9754) 1 | (9754, 835) 3
(-829, 497528151944669) 4 | (497528151944669, 829) 2
(-822, 193) 1 | (193, 822) 2
(-821, 202) 3 | (202, 821) 1
(-818, 145) 3 | (145, 818) 1
(-811, 650) 4 | (650, 811) 1
(-811, 241308763282657682) 1 | (241308763282657682, 811) 0
(-800, 839) 1 | (839, 800) 4
(-799, 531) 1 | (531, 799) 0
(-799, 364820678) 1 | (364820678, 799) 4
(-798, 131815) 1 | (131815, 798) 1
(-793, 811793166945) 4 | (811793166945, 793) 1
(-793, 1780816753408736) 4 | (1780816753408736, 793) 3
(-792, 383) 3 | (383, 792) 1
(-783, 769) 52 | (769, 783) 41
(-781, 50) 1 | (50, 781) 1
(-776, 14064732207639177) 5 | (14064732207639177, 776) 4
(-775, 862) 6 | (862, 775) 2
(-774, 517) 1 | (517, 774) 7
(-773, 270825) 3 | (270825, 773) 1
(-764, 248658839) 1 | (248658839, 764) 1
(-763, 412) 5 | (412, 763) 5
(-761, 745582942930) 1 | (745582942930, 761) 2
(-751, 468) 4 | (468, 751) 1
(-748, 139) 3 | (139, 748) 2
(-747, 2725108686989711) 3 | (2725108686989711, 747) 1
(-745, 89820424678548) 1 | (89820424678548, 745) 1
(-743, 907594373069428425) 3 | (907594373069428425, 743) 4
(-737, 2576) 55 | (2576, 737) 9
(-735, 389) 3 | (389, 735) 4
(-729, 70) 5 | (70, 729) 5
(-719, 4711) 1 | (4711, 719) 0
(-707, 395) 7 | (395, 707) 0
(-689, 552) 2 | (552, 689) 2
(-679, 39654) 6 | (39654, 679) 2
(-677, 568) 1 | (568, 677) 1
(-676, 49358861294939) 5 | (49358861294939, 676) 2
(-667, 114) 4 | (114, 667) 4
(-667, 12371) 2 | (12371, 667) 4
(-661, 807604) 1 | (807604, 661) 0
(-661, 7500363548713) 7 | (7500363548713, 661) 3
(-659, 362) 1 | (362, 659) 2
(-655, 93) 2 | (93, 655) 4
(-651, 21385933072483900) 1 | (21385933072483900, 651) 1
(-647, 5900) 3 | (5900, 647) 4
(-646, 713) 1 | (713, 646) 5
(-646, 20253) 2 | (20253, 646) 1
(-646, 792926770017148503) 3 | (792926770017148503, 646) 6
(-644, 1) 2 | (1, 644) 8
(-643, 16933805541051205) 1 | (16933805541051205, 643) 2
(-641, 697) 11 | (697, 641) 18
(-641, 3715) 1 | (3715, 641) 2
(-641, 28649127) 3 | (28649127, 641) 1
(-633, 4666085906758) 3 | (4666085906758, 633) 3
(-626, 763) 3 | (763, 626) 5
(-624, 85) 1 | (85, 624) 9
(-613, 15998610880757482) 1 | (15998610880757482, 613) 1
(-611, 218804) 6 | (218804, 611) 1
(-599, 344) 7 | (344, 599) 2
(-597, 1270) 4 | (1270, 597) 6
(-592, 2727254308459) 2 | (2727254308459, 592) 4
(-591, 193) 4 | (193, 591) 1
(-588, 3296689409831) 2 | (3296689409831, 588) 1
(-583, 730) 1 | (730, 583) 1
(-581, 23) 1 | (23, 581) 1
(-569, 735) 32 | (735, 569) 41
(-567, 3226753095181355) 2 | (3226753095181355, 567) 2
(-559, 59490478) 2 | (59490478, 559) 1
(-557, 1829751858) 1 | (1829751858, 557) 1
(-553, 762) 4 | (762, 553) 4
(-548, 17) 19 | (17, 548) 8
(-545, 702) 3 | (702, 545) 6
(-542, 6627) 6 | (6627, 542) 2
(-527, 4980107725) 2 | (4980107725, 527) 4
(-523, 864) 1 | (864, 523) 3
(-523, 938) 9 | (938, 523) 1
(-521, 220) 2 | (220, 521) 6
(-521, 2210) 1 | (2210, 521) 2
(-513, 914741877041) 1 | (914741877041, 513) 6
(-511, 468) 8 | (468, 511) 1
(-511, 3591051711) 1 | (3591051711, 511) 1
(-503, 671) 10 | (671, 503) 0
(-503, 17424226267905523) 2 | (17424226267905523, 503) 1
(-500, 77) 3 | (77, 500) 2
(-499, 2) 5 | (2, 499) 2
(-499, 761) 1 | (761, 499) 8
(-497, 3522869626) 7 | (3522869626, 497) 2
(-493, 302) 6 | (302, 493) 4
(-493, 81949984) 1 | (81949984, 493) 3
(-491, 153) 2 | (153, 491) 1
(-487, 1696) 4 | (1696, 487) 1
(-485, 131) 8 | (131, 485) 0
(-481, 212) 4 | (212, 481) 6
(-481, 822) 9 | (822, 481) 0
(-476, 749383) 861 | (749383, 476) 127
(-476, 4919918383) 5 | (4919918383, 476) 2
(-474, 27285691) 2 | (27285691, 474) 3
(-473, 66043) 12 | (66043, 473) 15
(-473, 2902360430219) 4 | (2902360430219, 473) 1
(-472, 600445) 4 | (600445, 472) 1
(-469, 73) 3 | (73, 469) 1
(-467, 748830102085) 3 | (748830102085, 467) 2
(-464, 103) 1 | (103, 464) 5
(-461, 684) 4 | (684, 461) 6
(-459, 4091) 6 | (4091, 459) 0
(-459, 1848834237221) 6 | (1848834237221, 459) 2
(-452, 999) 27 | (999, 452) 3
(-450, 611) 44 | (611, 450) 5
(-448, 491709238515) 6 | (491709238515, 448) 4
(-437, 544) 3 | (544, 437) 4
(-435, 182) 3 | (182, 435) 5
(-431, 816) 15 | (816, 431) 18
(-430, 333) 5 | (333, 430) 0
(-427, 179) 4 | (179, 427) 2
(-424, 457) 24 | (457, 424) 182
(-422, 163) 1 | (163, 422) 1
(-422, 229) 3 | (229, 422) 2
(-420, 1469) 1 | (1469, 420) 2
(-417, 262) 5 | (262, 417) 3
(-417, 803) 76 | (803, 417) 21
(-417, 1058877490) 1 | (1058877490, 417) 3
(-415, 546) 1 | (546, 415) 4
(-413, 846) 3 | (846, 413) 4
(-410, 107) 3 | (107, 410) 5
(-409, 23) 3 | (23, 409) 6
(-409, 183213842) 6 | (183213842, 409) 1
(-407, 934) 3 | (934, 407) 3
(-403, 16331224884369) 4 | (16331224884369, 403) 2
(-401, 39381706894) 3 | (39381706894, 401) 7
(-399, 1314923390) 3 | (1314923390, 399) 4
(-398, 565) 6 | (565, 398) 4
(-396, 757206805) 8 | (757206805, 396) 1
(-391, 81027711100946144) 4 | (81027711100946144, 391) 6
(-390, 2935661) 2 | (2935661, 390) 4
(-387, 1585409) 3 | (1585409, 387) 3
(-386, 3376403217217) 6 | (3376403217217, 386) 0
(-381, 26681) 2 | (26681, 381) 2
(-379, 29) 2 | (29, 379) 2
(-379, 590583193795) 43 | (590583193795, 379) 5
(-375, 412) 2 | (412, 375) 1
(-373, 213) 2 | (213, 373) 1
(-373, 63061414611792) 8 | (63061414611792, 373) 2
(-368, 641) 1 | (641, 368) 2
(-367, 104016371605) 1 | (104016371605, 367) 3
(-367, 971981095711584) 3 | (971981095711584, 367) 3
(-363, 755767) 1 | (755767, 363) 0
(-361, 519) 1 | (519, 361) 1
(-355, 466) 1 | (466, 355) 1
(-349, 505) 5 | (505, 349) 0
(-343, 1489) 7 | (1489, 343) 0
(-343, 3155366) 1 | (3155366, 343) 4
(-341, 69938993407) 8 | (69938993407, 341) 14
(-341, 50049129367885) 1 | (50049129367885, 341) 5
(-339, 52) 4 | (52, 339) 1
(-338, 924160176219) 8 | (924160176219, 338) 1
(-334, 36020149785) 2 | (36020149785, 334) 82
(-334, 21385205608846261) 1 | (21385205608846261, 334) 4
(-331, 30850701792904956) 9 | (30850701792904956, 331) 1
(-326, 3) 2 | (3, 326) 2
(-323, 968) 2 | (968, 323) 1
(-321, 905) 3 | (905, 321) 3
(-321, 7745164058339) 6 | (7745164058339, 321) 4
(-315, 103) 5 | (103, 315) 2
(-315, 251) 3 | (251, 315) 1
(-311, 131391094374145) 8 | (131391094374145, 311) 1
(-307, 1420816887) 4 | (1420816887, 307) 3
(-305, 211) 9 | (211, 305) 0
(-301, 402) 4 | (402, 301) 5
(-299, 1) 3 | (1, 299) 7
(-299, 18) 2 | (18, 299) 3
(-299, 95342592) 1 | (95342592, 299) 3
(-287, 769) 3 | (769, 287) 5
(-283, 110) 1 | (110, 283) 5
(-283, 229) 6 | (229, 283) 3
(-282, 1681) 3 | (1681, 282) 1
(-281, 210483537466371) 3 | (210483537466371, 281) 5
(-277, 14916) 4 | (14916, 277) 26
(-273, 40) 1 | (40, 273) 5
(-272, 269) 2 | (269, 272) 8
(-267, 181) 4 | (181, 267) 6
(-265, 4637456766) 4 | (4637456766, 265) 2
(-264, 19) 3 | (19, 264) 2
(-263, 9729755490750) 4 | (9729755490750, 263) 4
(-257, 289) 1 | (289, 257) 3
(-253, 6896) 3 | (6896, 253) 0
(-250, 9) 1 | (9, 250) 18
(-247, 139) 5 | (139, 247) 4
(-246, 226196979488537) 6 | (226196979488537, 246) 2
(-245, 236) 40 | (236, 245) 0
(-245, 503) 1 | (503, 245) 1
(-242, 383250643) 8 | (383250643, 242) 1
(-239, 387) 69 | (387, 239) 182
(-239, 448) 6 | (448, 239) 3
(-239, 11688193629189911) 1 | (11688193629189911, 239) 2
(-238, 695) 1 | (695, 238) 4
(-238, 3018153) 6 | (3018153, 238) 2
(-237, 2981) 8 | (2981, 237) 1
(-233, 799) 9 | (799, 233) 0
(-231, 63814) 2 | (63814, 231) 5
(-229, 395) 48 | (395, 229) 0
(-227, 269) 3 | (269, 227) 7
(-226, 1949489) 63 | (1949489, 226) 242
(-224, 193493815971028859) 6 | (193493815971028859, 224) 2
(-221, 103) 3 | (103, 221) 1
(-221, 11014769) 2 | (11014769, 221) 3
(-217, 320590268) 1 | (320590268, 217) 1
(-215, 227) 35 | (227, 215) 10
(-214, 981) 2 | (981, 214) 4
(-212, 547) 2 | (547, 212) 5
(-212, 393903) 6 | (393903, 212) 2
(-212, 39681091080217) 49 | (39681091080217, 212) 2
(-210, 2635453046919137) 2 | (2635453046919137, 210) 5
(-204, 245) 28 | (245, 204) 45
(-201, 12095760935440801) 2 | (12095760935440801, 201) 2
(-192, 19) 2 | (19, 192) 3
(-189, 439462) 1 | (439462, 189) 6
(-187, 333) 1 | (333, 187) 1
(-185, 896) 7 | (896, 185) 3
(-184, 11563) 9 | (11563, 184) 1
(-177, 1) 1 | (1, 177) 5
(-177, 2615017640) 8 | (2615017640, 177) 2
(-174, 4525812415) 1 | (4525812415, 174) 2
(-173, 1963058) 8 | (1963058, 173) 0
(-165, 302) 1 | (302, 165) 3
(-161, 61) 1 | (61, 161) 1
(-157, 122) 1 | (122, 157) 3
(-155, 959746928686) 2 | (959746928686, 155) 3
(-151, 296) 4 | (296, 151) 3
(-149, 6424994) 3 | (6424994, 149) 0
(-148, 287) 1 | (287, 148) 1
(-147, 272966941) 3 | (272966941, 147) 1
(-146, 101) 4 | (101, 146) 4
(-146, 664984537) 5 | (664984537, 146) 2
(-145, 2) 3 | (2, 145) 5
(-145, 6) 7 | (6, 145) 0
(-143, 217) 5 | (217, 143) 2
(-143, 50462250260795) 4 | (50462250260795, 143) 2
(-141, 202) 1 | (202, 141) 7
(-137, 638942380084385826) 2 | (638942380084385826, 137) 2
(-135, 109) 2 | (109, 135) 0
(-135, 286575428099) 2 | (286575428099, 135) 7
(-133, 6324721897613270) 2 | (6324721897613270, 133) 3
(-133, 195086774260738890) 2 | (195086774260738890, 133) 1
(-131, 96) 62 | (96, 131) 21
(-131, 48297887901993) 74 | (48297887901993, 131) 1
(-129, 398695494376609) 1 | (398695494376609, 129) 1
(-127, 396) 3 | (396, 127) 3
(-127, 440) 1 | (440, 127) 3
(-125, 1514938563) 7 | (1514938563, 125) 1
(-123, 314898553951005686) 1 | (314898553951005686, 123) 4
(-121, 144) 4 | (144, 121) 4
(-119, 16) 3 | (16, 119) 5
(-119, 96) 3 | (96, 119) 1
(-119, 143) 1 | (143, 119) 3
(-118, 263) 5 | (263, 118) 0
(-118, 230665) 1 | (230665, 118) 1
(-115, 1427) 3 | (1427, 115) 3
(-114, 11339203031) 71 | (11339203031, 114) 10
(-113, 117) 3 | (117, 113) 4
(-113, 124) 1 | (124, 113) 3
(-111, 698) 8 | (698, 111) 1
(-110, 78253) 4 | (78253, 110) 4
(-109, 33) 8 | (33, 109) 1
(-109, 43039) 2 | (43039, 109) 6
(-107, 353317064259617) 6 | (353317064259617, 107) 1
(-104, 173) 2 | (173, 104) 3
(-104, 159579) 4 | (159579, 104) 6
(-103, 668) 1 | (668, 103) 1
(-103, 796) 1 | (796, 103) 9
(-101, 77) 3 | (77, 101) 3
(-101, 34478534682) 2 | (34478534682, 101) 1
(-100, 231) 3 | (231, 100) 1
(-99, 23872438222) 7 | (23872438222, 99) 2
(-98, 55) 7 | (55, 98) 2
(-98, 99) 1 | (99, 98) 0
(-97, 13) 1 | (13, 97) 3
(-97, 53) 1 | (53, 97) 7
(-97, 281) 1 | (281, 97) 2
(-95, 8) 1 | (8, 95) 8
(-95, 88) 2 | (88, 95) 1
(-95, 382) 4 | (382, 95) 2
(-95, 536) 7 | (536, 95) 0
(-95, 102042784001149) 3 | (102042784001149, 95) 4
(-94, 5) 10 | (5, 94) 1
(-94, 121) 9 | (121, 94) 1
(-94, 303) 3 | (303, 94) 9
(-94, 94259089529545633) 2 | (94259089529545633, 94) 0
(-93, 43) 6 | (43, 93) 1
(-93, 80) 6 | (80, 93) 4
(-92, 1) 7 | (1, 92) 1
(-92, 38692567) 10 | (38692567, 92) 0
(-91, 9) 1 | (9, 91) 7
(-91, 24) 9 | (24, 91) 15
(-91, 48) 1 | (48, 91) 9
(-91, 99) 3 | (99, 91) 1
(-91, 20757268111) 1 | (20757268111, 91) 2
(-91, 89139253573) 4 | (89139253573, 91) 5
(-91, 1855707544315936) 3 | (1855707544315936, 91) 6
(-89, 9) 4 | (9, 89) 2
(-89, 74813) 4 | (74813, 89) 0
(-89, 4085960) 71 | (4085960, 89) 11
(-89, 620673954493) 2 | (620673954493, 89) 4
(-88, 19) 9 | (19, 88) 0
(-88, 31) 4 | (31, 88) 1
(-88, 303) 3 | (303, 88) 1
(-87, 13) 1 | (13, 87) 1
(-87, 83) 2 | (83, 87) 1
(-87, 175230943) 7 | (175230943, 87) 10
(-87, 42890709403) 3 | (42890709403, 87) 2
(-86, 45) 6 | (45, 86) 2
(-86, 3600017) 1 | (3600017, 86) 1
(-85, 1) 8 | (1, 85) 1
(-85, 4) 6 | (4, 85) 1
(-85, 335061113) 5 | (335061113, 85) 2
(-84, 1) 6 | (1, 84) 2
(-84, 877) 1 | (877, 84) 2
(-83, 19) 8 | (19, 83) 2
(-83, 30) 2 | (30, 83) 3
(-83, 32) 5 | (32, 83) 5
(-83, 76) 1 | (76, 83) 3
(-83, 99) 134 | (99, 83) 597
(-83, 290486) 7 | (290486, 83) 3
(-83, 8713290) 11 | (8713290, 83) 9
(-83, 83781850) 5 | (83781850, 83) 0
(-83, 431311643) 5 | (431311643, 83) 1
(-83, 532106317) 6 | (532106317, 83) 0
(-83, 954060365) 11 | (954060365, 83) 5
(-83, 429657988687664) 5 | (429657988687664, 83) 2
(-82, 8434255) 4 | (8434255, 82) 1
(-82, 9339692909) 2 | (9339692909, 82) 3
(-81, 20) 5 | (20, 81) 1
(-81, 50) 3 | (50, 81) 2
(-80, 11) 1 | (11, 80) 1
(-80, 83) 10 | (83, 80) 42
(-80, 4981101) 1 | (4981101, 80) 70
(-79, 10) 9 | (10, 79) 1
(-79, 36) 4 | (36, 79) 5
(-79, 43) 1 | (43, 79) 7
(-79, 139) 5 | (139, 79) 0
(-79, 8886832018) 1 | (8886832018, 79) 8
(-77, 32) 7 | (32, 77) 1
(-77, 54) 6 | (54, 77) 4
(-77, 1065) 2 | (1065, 77) 3
(-77, 327065240) 1 | (327065240, 77) 5
(-77, 3852261664) 12 | (3852261664, 77) 9
(-75, 14) 1 | (14, 75) 1
(-75, 367203758) 22 | (367203758, 75) 25
(-75, 5086028224391) 12 | (5086028224391, 75) 84
(-75, 7766437371068) 2 | (7766437371068, 75) 8
(-74, 7) 7 | (7, 74) 2
(-74, 583) 3 | (583, 74) 4
(-73, 13) 3 | (13, 73) 1
(-73, 34) 1 | (34, 73) 2
(-73, 74) 3 | (74, 73) 2
(-73, 83) 2 | (83, 73) 2
(-72, 61) 1 | (61, 72) 3
(-72, 299) 1 | (299, 72) 3
(-71, 7) 2 | (7, 71) 1
(-71, 50) 1 | (50, 71) 1
(-71, 182) 1 | (182, 71) 2
(-71, 479) 1 | (479, 71) 53
(-71, 21359) 1 | (21359, 71) 5
(-71, 4383186956184) 4 | (4383186956184, 71) 6
(-71, 88123189115488535) 9 | (88123189115488535, 71) 0
(-71, 760973854981915919) 3 | (760973854981915919, 71) 2
(-70, 53) 8 | (53, 70) 1
(-70, 7924376165649731) 1 | (7924376165649731, 70) 1
(-69, 2) 5 | (2, 69) 5
(-69, 175) 1 | (175, 69) 1
(-69, 214) 5 | (214, 69) 3
(-68, 89) 1 | (89, 68) 7
(-68, 29265) 7 | (29265, 68) 1
(-67, 8) 1 | (8, 67) 1
(-67, 16) 3 | (16, 67) 1
(-67, 79) 2 | (79, 67) 3
(-67, 90) 3 | (90, 67) 1
(-67, 67286) 2 | (67286, 67) 1
(-67, 9528970341) 1 | (9528970341, 67) 3
(-67, 937563344596) 1 | (937563344596, 67) 2
(-67, 11595237118602283) 5 | (11595237118602283, 67) 3
(-66, 299) 1 | (299, 66) 4
(-64, 19) 1 | (19, 64) 2
(-64, 181) 1 | (181, 64) 3
(-64, 8381) 4 | (8381, 64) 5
(-63, 389419) 4 | (389419, 63) 4
(-63, 5671864096642) 3 | (5671864096642, 63) 0
(-62, 3) 4 | (3, 62) 2
(-62, 35) 6 | (35, 62) 2
(-62, 67) 2 | (67, 62) 5
(-61, 3) 2 | (3, 61) 1
(-61, 9) 7 | (9, 61) 0
(-61, 1298) 2 | (1298, 61) 0
(-61, 1277842625) 11 | (1277842625, 61) 41
(-59, 41) 2 | (41, 59) 0
(-59, 69) 41 | (69, 59) 6
(-59, 230) 37 | (230, 59) 29
(-59, 2803) 7 | (2803, 59) 2
(-59, 35395) 5 | (35395, 59) 5
(-59, 44747) 1 | (44747, 59) 0
(-59, 121108) 1 | (121108, 59) 3
(-59, 74398835) 1 | (74398835, 59) 2
(-59, 246399737) 8 | (246399737, 59) 2
(-59, 12067703978) 3 | (12067703978, 59) 1
(-59, 240354258102635) 3 | (240354258102635, 59) 4
(-59, 6710985624722174) 3 | (6710985624722174, 59) 7
(-58, 21) 2 | (21, 58) 3
(-58, 23) 2 | (23, 58) 1
(-58, 79) 1 | (79, 58) 3
(-57, 46) 3 | (46, 57) 2
(-57, 52) 3 | (52, 57) 6
(-57, 97) 5 | (97, 57) 2
(-57, 37393022) 2 | (37393022, 57) 7
(-57, 95102010192358229) 7 | (95102010192358229, 57) 2
(-56, 16131821) 6 | (16131821, 56) 3
(-53, 9) 2 | (9, 53) 1
(-53, 5756997677) 5 | (5756997677, 53) 1
(-51, 118) 1 | (118, 51) 8
(-51, 98984164) 1 | (98984164, 51) 10
(-51, 85021018274050) 3 | (85021018274050, 51) 1
(-50, 57) 2 | (57, 50) 3
(-50, 3879) 37 | (3879, 50) 1
(-50, 2245922350231) 11 | (2245922350231, 50) 14
(-50, 105250790271641) 2 | (105250790271641, 50) 7
(-49, 3) 1 | (3, 49) 4
(-49, 34) 15 | (34, 49) 2
(-49, 38) 1 | (38, 49) 9
(-49, 62) 4 | (62, 49) 89
(-49, 92) 3 | (92, 49) 3
(-49, 400) 3 | (400, 49) 3
(-49, 765) 3 | (765, 49) 1
(-49, 3079) 1 | (3079, 49) 1
(-49, 4378361) 4 | (4378361, 49) 3
(-49, 17977247) 112 | (17977247, 49) 860
(-49, 24441667990) 2 | (24441667990, 49) 1
(-49, 15286462788628) 7 | (15286462788628, 49) 0
(-49, 473450458160140136) 3 | (473450458160140136, 49) 1
(-48, 19) 3 | (19, 48) 3
(-48, 2990067007319351) 3 | (2990067007319351, 48) 7
(-48, 38002782821688577) 2 | (38002782821688577, 48) 7
(-47, 3) 5 | (3, 47) 1
(-47, 31) 1 | (31, 47) 4
(-47, 33) 2 | (33, 47) 2
(-47, 123) 1 | (123, 47) 2
(-47, 595048) 1 | (595048, 47) 1
(-47, 2409383) 2 | (2409383, 47) 8
(-46, 43) 3 | (43, 46) 3
(-45, 29) 1 | (29, 45) 1
(-45, 94) 3 | (94, 45) 6
(-45, 171927697) 8 | (171927697, 45) 2
(-44, 17) 44 | (17, 44) 32
(-44, 21) 3 | (21, 44) 1
(-44, 49) 1 | (49, 44) 0
(-44, 2151) 4 | (2151, 44) 6
(-44, 218141711229) 5 | (218141711229, 44) 0
(-44, 620166016983) 6 | (620166016983, 44) 3
(-44, 860833040184385) 1 | (860833040184385, 44) 2
(-43, 4) 1 | (4, 43) 6
(-43, 53) 2 | (53, 43) 4
(-43, 6832) 4 | (6832, 43) 6
(-43, 239524) 1 | (239524, 43) 1
(-43, 326120) 1 | (326120, 43) 2
(-43, 460383105) 3 | (460383105, 43) 3
(-43, 212529613819694) 1 | (212529613819694, 43) 9
(-43, 87979660848014729) 8 | (87979660848014729, 43) 27
(-43, 227155503629430303) 4 | (227155503629430303, 43) 2
(-42, 11) 9 | (11, 42) 1
(-42, 55) 22 | (55, 42) 36
(-41, 12) 41 | (12, 41) 24
(-41, 19) 1 | (19, 41) 2
(-41, 30) 4 | (30, 41) 0
(-41, 33) 4 | (33, 41) 0
(-41, 157344) 1 | (157344, 41) 2
(-41, 171539) 6 | (171539, 41) 2
(-41, 414641) 6 | (414641, 41) 2
(-41, 538949) 1 | (538949, 41) 2
(-41, 3773746452071) 4 | (3773746452071, 41) 6
(-41, 30965158922338941) 67 | (30965158922338941, 41) 10
